Order ID	Order Date	Order Priority	Order Quantity	Unit Price	Sales	Ship Mode	Shipping Cost	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date			
13795	10/04/2011	Not Specified	23	11.96	275.16	Express Air	5.01	Northwest Territories	Small Business	Office Supplies	Paper	Small Box	4/13/2011			
13569	10/04/2011	Critical	16	2.97	47.45	Regular Air	1.49	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	04/11/2011			
13569	10/04/2011	Critical	13	43.32	563.18	Express Air	7.2	Yukon	Corporate	Office Supplies	Appliances	Small Box	04/12/2011			
18182	10/04/2011	Medium	12	33.06	396.69	Express Air	8.74	Ontario	Corporate	Office Supplies	Storage & Organization	Small Box	04/12/2011			
52423	11/04/2011	Critical	49	35.40	1734.4	Regular Air	1.99	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	4/13/2011			
6180	11/04/2011	Medium	44	55.53	2443.342	Regular Air	3.99	Alberta	Home Office	Technology	Telephones and Communication	Small Box	4/13/2011			
49027	11/04/2011	High	41	17.29	708.83	Regular Air	8.99	British Columbia	Home Office	Furniture	Office Furnishings	Small Pack	04/12/2011			
5251	11/04/2011	Medium	38	100.55	3821.039	Express Air	5.99	Ontario	Corporate	Technology	Telephones and Communication	Small Box	4/13/2011			
23522	11/04/2011	Critical	36	6.48	233.38	Regular Air	8.73	Quebec	Small Business	Office Supplies	Paper	Small Box	4/13/2011			
15907	11/04/2011	High	36	51.04	1837.44	Delivery Truck	54.11	Northwest Territories	Home Office	Furniture	Bookcases	Jumbo Box	4/13/2011			
15907	11/04/2011	High	36	103.40	3722.29	Express Air	13.99	Northwest Territories	Home Office	Furniture	Office Furnishings	Medium Box	4/14/2011			
45025	11/04/2011	High	26	2.84	73.82	Regular Air	1.49	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/14/2011			
52423	11/04/2011	Critical	25	45.12	1128.03	Regular Air	6.22	British Columbia	Home Office	Office Supplies	Storage & Organization	Small Box	04/12/2011			
23522	11/04/2011	Critical	20	53.89	1077.8085	Express Air	8.99	Quebec	Small Business	Technology	Telephones and Communication	Small Box	4/13/2011			
23522	11/04/2011	Critical	19	152.63	2899.98	Regular Air	5.5	Quebec	Small Business	Technology	Computer Peripherals	Small Box	04/12/2011			
23522	11/04/2011	Critical	8	22.55	180.43	Regular Air	11.17	Ontario	Small Business	Furniture	Office Furnishings	Large Box	04/12/2011			
15907	11/04/2011	High	4	7.01	28.05	Regular Air	2.17	Northwest Territories	Home Office	Office Supplies	Paper	Wrap Bag	04/12/2011			
17985	12/04/2011	Medium	50	16.98	849.031	Regular Air	3.3	Ontario	Home Office	Technology	Telephones and Communication	Small Pack	4/14/2011			
26406	12/04/2011	Not Specified	40	4.19	167.46	Regular Air	5.41	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	4/15/2011			
17985	12/04/2011	Medium	4	118.47	473.88	Delivery Truck	30	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	4/13/2011			
11975	13/04/2011	Critical	43	4.90	210.66	Regular Air	5.74	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	4/15/2011			
4769	13/04/2011	Not Specified	41	2.86	117.4	Regular Air	0.5	Quebec	Home Office	Office Supplies	Labels	Small Box	4/14/2011			
40803	13/04/2011	Low	35	293.68	10278.79	Delivery Truck	64.73	British Columbia	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	4/15/2011			
40803	13/04/2011	Low	22	3.77	83.02	Regular Air	1.49	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	4/18/2011			
15780	13/04/2011	Critical	19	3.78	71.77	Regular Air	0.71	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/15/2011			
9216	14/04/2011	Medium	36	166.05	5977.63	Delivery Truck	55.24	Prince Edward Island	Consumer	Office Supplies	Appliances	Jumbo Drum	4/16/2011			
21063	15/04/2011	Low	49	7.69	377.02	Regular Air	2.35	Manitoba	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	4/19/2011			
21063	15/04/2011	Low	48	152.90	7339.24	Delivery Truck	51.92	Manitoba	Consumer	Furniture	Tables	Jumbo Box	4/15/2011			
24646	15/04/2011	Not Specified	46	14.40	662.51	Regular Air	1.39	Saskachewan	Small Business	Office Supplies	Envelopes	Small Box	4/16/2011			
29510	15/04/2011	Critical	22	278.36	6123.94	Delivery Truck	41.91	Northwest Territories	Home Office	Furniture	Bookcases	Jumbo Box	4/17/2011			
24646	15/04/2011	Not Specified	21	2.91	61.18	Regular Air	0.7	Saskachewan	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	4/17/2011			
21444	15/04/2011	Medium	17	2.01	34.16	Regular Air	0.7	Manitoba	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/16/2011			
52293	15/04/2011	High	4	7.79	31.14	Regular Air	5.86	Alberta	Consumer	Office Supplies	Paper	Small Box	4/16/2011			
41157	16/04/2011	Medium	39	98.83	3854.4	Regular Air	5.81	British Columbia	Home Office	Furniture	Office Furnishings	Medium Box	4/18/2011			
45248	16/04/2011	Medium	38	4.08	154.85	Regular Air	5.13	Manitoba	Corporate	Office Supplies	Appliances	Small Box	4/18/2011			
45248	16/04/2011	Medium	32	154.43	4941.7725	Regular Air	8.99	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	4/18/2011			
40770	16/04/2011	Low	19	11.46	217.69	Regular Air	6.12	Alberta	Home Office	Office Supplies	Appliances	Medium Box	4/21/2011			
47367	16/04/2011	Medium	7	4.00	27.99	Regular Air	1.49	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/16/2011			
47367	16/04/2011	Medium	6	3.51	21.07	Regular Air	0.5	British Columbia	Corporate	Office Supplies	Labels	Small Box	4/17/2011			
38530	17/04/2011	Critical	47	42.14	1980.37	Regular Air	2.99	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	4/17/2011			
39492	17/04/2011	Not Specified	40	4.24	169.48	Regular Air	5.68	Ontario	Corporate	Office Supplies	Paper	Small Box	4/19/2011			
39492	17/04/2011	Not Specified	38	40.58	1541.92	Regular Air	19.99	Ontario	Corporate	Technology	Computer Peripherals	Small Box	4/19/2011			
39492	17/04/2011	Not Specified	31	172.52	5347.9875	Regular Air	4.2	Alberta	Corporate	Technology	Telephones and Communication	Small Box	4/20/2011			
39527	17/04/2011	Low	29	7.36	213.35	Regular Air	2	British Columbia	Corporate	Office Supplies	Paper	Wrap Bag	4/26/2011			
38530	17/04/2011	Critical	13	49.44	642.66	Regular Air	19.99	Ontario	Home Office	Office Supplies	Appliances	Small Box	4/17/2011			
29639	17/04/2011	Critical	8	2.80	22.37	Regular Air	2.4	Saskachewan	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/19/2011			
13634	18/04/2011	High	46	39.66	1824.13	Regular Air	7.12	Quebec	Consumer	Technology	Computer Peripherals	Small Box	4/18/2011			
13634	18/04/2011	High	27	5.61	151.38	Regular Air	5.3	Quebec	Consumer	Office Supplies	Envelopes	Small Box	4/19/2011			
38118	18/04/2011	Not Specified	7	19.84	138.91	Regular Air	4	Saskachewan	Small Business	Technology	Computer Peripherals	Small Box	4/20/2011			
35360	18/04/2011	Critical	4	10.27	41.06	Regular Air	6.28	Quebec	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/20/2011			
23301	18/04/2011	High	4	7.12	28.46	Regular Air	3.85	Yukon	Corporate	Technology	Computer Peripherals	Small Pack	4/20/2011			
23301	18/04/2011	High	3	7.81	23.44	Regular Air	5.2	Yukon	Corporate	Office Supplies	Paper	Small Box	4/20/2011			
21799	19/04/2011	Not Specified	42	2.76	115.99	Express Air	2.4	New Brunswick	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/20/2011			
41026	19/04/2011	Medium	19	3.15	59.76	Express Air	1.92	Ontario	Home Office	Office Supplies	"Scissors, Rulers and Trimmers"	Wrap Bag	4/19/2011			
41026	19/04/2011	Medium	8	88.67	709.37	Delivery Truck	42	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	4/20/2011			
16802	20/04/2011	Medium	44	6.88	302.59	Express Air	6.93	New Brunswick	Home Office	Office Supplies	Paper	Small Box	4/21/2011			
37828	20/04/2011	Low	42	4.91	206.2	Regular Air	0.5	Ontario	Corporate	Office Supplies	Labels	Small Box	4/22/2011			
10308	20/04/2011	High	40	138.85	5554.036	Regular Air	8.99	Saskachewan	Small Business	Technology	Telephones and Communication	Small Box	4/22/2011			
16802	20/04/2011	Medium	26	103.98	2703.45	Regular Air	35	New Brunswick	Home Office	Office Supplies	Storage & Organization	Large Box	4/22/2011			
48354	20/04/2011	Medium	25	55.49	1387.29	Express Air	14.3	Alberta	Home Office	Office Supplies	Paper	Small Box	4/21/2011			
55362	20/04/2011	High	24	2.83	67.84	Regular Air	0.99	Saskachewan	Corporate	Office Supplies	Labels	Small Box	4/22/2011			
37828	20/04/2011	Low	23	21.31	490.17	Regular Air	4	Ontario	Corporate	Technology	Computer Peripherals	Small Box	4/25/2011			
7812	20/04/2011	Low	17	27.99	475.9	Regular Air	19.46	Yukon	Corporate	Furniture	Office Furnishings	Small Box	4/27/2011			
7812	20/04/2011	Low	12	302.97	3635.63	Delivery Truck	29.2	Yukon	Corporate	Furniture	Tables	Jumbo Box	4/22/2011			
31271	20/04/2011	Low	4	10.82	43.29	Regular Air	10.16	Alberta	Small Business	Furniture	Office Furnishings	Large Box	4/27/2011			
52261	21/04/2011	Not Specified	49	209.41	10261.25	Delivery Truck	52.2	Yukon	Home Office	Furniture	Tables	Jumbo Box	4/22/2011			
26503	21/04/2011	Medium	47	14.29	671.78	Regular Air	1.39	Manitoba	Small Business	Office Supplies	Envelopes	Small Box	4/23/2011			
40454	21/04/2011	Not Specified	43	28.93	1243.88	Regular Air	8.99	Quebec	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	4/24/2011			
26503	21/04/2011	Medium	12	21.84	262.09	Regular Air	10.49	Manitoba	Small Business	Furniture	Office Furnishings	Small Box	4/22/2011			
43013	22/04/2011	Low	50	48.75	2437.67	Regular Air	22.24	Alberta	Home Office	Furniture	Office Furnishings	Large Box	4/26/2011			
39268	22/04/2011	Not Specified	45	3.49	156.95	Regular Air	0.94	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/25/2011			
39268	22/04/2011	Not Specified	44	7.37	324.2	Express Air	6.05	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	4/24/2011			
33287	22/04/2011	Critical	44	270.56	11904.55	Delivery Truck	28.06	British Columbia	Small Business	Technology	Office Machines	Jumbo Drum	4/25/2011			
43013	22/04/2011	Low	43	33.45	1438.33	Regular Air	8.22	British Columbia	Home Office	Office Supplies	Storage & Organization	Small Box	4/27/2011			
25863	22/04/2011	Not Specified	18	18.93	340.6885	Express Air	4.81	Ontario	Corporate	Technology	Telephones and Communication	Medium Box	4/24/2011			
24486	22/04/2011	Medium	14	1.93	27.06	Regular Air	0.7	Ontario	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	4/23/2011			
24486	22/04/2011	Medium	3	9.37	28.11	Regular Air	2.83	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	4/23/2011			
37826	23/04/2011	Medium	45	7.24	325.8	Regular Air	6.18	Saskachewan	Consumer	Office Supplies	Paper	Small Box	4/25/2011			
6402	23/04/2011	Low	35	10.67	373.33	Regular Air	4.68	New Brunswick	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	4/28/2011			
29539	23/04/2011	High	24	9.30	223.2	Regular Air	1.39	Saskachewan	Corporate	Office Supplies	Envelopes	Small Box	4/24/2011			
38311	23/04/2011	Medium	9	133.50	1201.51	Express Air	19.99	Alberta	Consumer	Office Supplies	Storage & Organization	Small Box	4/25/2011			
16710	24/04/2011	High	47	118.08	5549.79	Delivery Truck	17.85	Nova Scotia	Consumer	Technology	Office Machines	Jumbo Drum	4/26/2011			
43398	24/04/2011	Not Specified	10	160.09	1600.85	Delivery Truck	60	Manitoba	Corporate	Furniture	Tables	Jumbo Drum	4/25/2011			
59271	25/04/2011	Not Specified	40	15.76	630.38	Express Air	13.32	New Brunswick	Corporate	Office Supplies	Appliances	Small Box	4/26/2011			
56162	25/04/2011	Not Specified	30	173.93	5217.79	Delivery Truck	30	British Columbia	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	4/27/2011			
59271	25/04/2011	Not Specified	23	6.26	144.03	Regular Air	5.2	New Brunswick	Corporate	Office Supplies	Paper	Small Box	4/27/2011			
30626	25/04/2011	Critical	23	9.60	220.82	Express Air	1.09	New Brunswick	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/26/2011			
52611	25/04/2011	Medium	11	2.27	24.95	Regular Air	1.38	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/25/2011			
2947	25/04/2011	Critical	8	7.13	57.04	Regular Air	6.81	Ontario	Consumer	Office Supplies	Paper	Small Box	4/27/2011			
25697	26/04/2011	Low	46	8.70	400.25	Regular Air	3.62	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	4/26/2011			
39008	28/04/2011	Not Specified	28	127.96	3582.79	Delivery Truck	70.2	Manitoba	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	4/30/2011			
35238	28/04/2011	Low	27	51.96	1403.027	Express Air	5.63	Saskachewan	Small Business	Technology	Telephones and Communication	Small Box	4/28/2011			
34694	28/04/2011	Low	11	5.04	55.49	Regular Air	7.24	Quebec	Consumer	Furniture	Office Furnishings	Small Box	4/28/2011			
25479	28/04/2011	Critical	3	70.17	210.5025	Regular Air	1.25	Quebec	Corporate	Technology	Telephones and Communication	Small Pack	4/28/2011			
10054	28/04/2011	High	2	98.43	196.8515	Regular Air	5.99	Quebec	Home Office	Technology	Telephones and Communication	Small Box	4/28/2011			
10054	28/04/2011	High	2	101.65	203.3	Regular Air	48.2	Quebec	Home Office	Furniture	Office Furnishings	Medium Box	4/30/2011			
17252	29/04/2011	Not Specified	49	231.95	11365.616	Delivery Truck	54.12	Ontario	Consumer	Furniture	Tables	Jumbo Box	05/01/2011			
16674	29/04/2011	Low	49	39.99	1959.43	Regular Air	4.62	Nova Scotia	Small Business	Office Supplies	Appliances	Small Box	05/06/2011			
17252	29/04/2011	Not Specified	48	47.57	2283.22	Regular Air	5.97	Ontario	Consumer	Office Supplies	Paper	Small Box	4/30/2011			
26791	29/04/2011	Low	45	11.12	500.48	Regular Air	5.03	Prince Edward Island	Home Office	Office Supplies	Storage & Organization	Small Box	05/06/2011			
16674	29/04/2011	Low	39	360.84	14072.64	Delivery Truck	58.92	Nova Scotia	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	05/08/2011			
42727	29/04/2011	Not Specified	21	8.43	177.06	Regular Air	7.77	Saskachewan	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	4/30/2011			
3750	29/04/2011	Medium	12	6.35	76.16	Regular Air	5.2	Quebec	Small Business	Office Supplies	Paper	Small Box	05/01/2011			
42727	29/04/2011	Not Specified	11	500.93	5510.23	Delivery Truck	26	Saskachewan	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	4/30/2011			
2208	30/04/2011	Not Specified	41	567.83	23281.05	Regular Air	24.49	Nova Scotia	Home Office	Technology	Copiers and Fax	Large Box	05/01/2011			
18528	30/04/2011	Critical	33	10.33	340.97	Regular Air	3.99	Ontario	Corporate	Office Supplies	Appliances	Small Box	05/01/2011			
513	30/04/2011	High	33	164.79	5437.92	Delivery Truck	60.2	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	4/30/2011			
18528	30/04/2011	Critical	22	6.19	136.24	Regular Air	7.96	Ontario	Corporate	Office Supplies	Paper	Small Box	05/02/2011			
38305	30/04/2011	Critical	21	121.98	2561.6705	Regular Air	8.08	Quebec	Consumer	Technology	Telephones and Communication	Small Box	05/02/2011			
2208	30/04/2011	Not Specified	7	11.72	82.06	Regular Air	7.19	Nova Scotia	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	05/02/2011			
22850	30/04/2011	Medium	4	26.28	105.13	Regular Air	4	Yukon	Home Office	Technology	Computer Peripherals	Small Box	05/01/2011			
7878	01/05/2011	Critical	50	78.08	3904.12	Delivery Truck	55.81	Manitoba	Corporate	Furniture	Bookcases	Jumbo Box	05/06/2011			
7878	01/05/2011	Low	42	6.11	256.64	Regular Air	3.37	Manitoba	Corporate	Office Supplies	Rubber Bands	Wrap Bag	05/08/2011			
7878	01/05/2011	Critical	41	8.38	343.64	Regular Air	3.44	Manitoba	Corporate	Furniture	Office Furnishings	Small Pack	05/03/2011			
56834	01/05/2011	High	33	6.23	205.52	Regular Air	7.03	Alberta	Corporate	Office Supplies	Paper	Small Box	05/02/2011			
2311	01/05/2011	High	31	42.71	1324.09	Regular Air	18.98	British Columbia	Home Office	Furniture	Office Furnishings	Small Box	05/02/2011			
42979	01/05/2011	Not Specified	29	95.54	2770.79	Delivery Truck	30	Saskachewan	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	05/03/2011			
56834	01/05/2011	High	22	86.39	1900.47	Delivery Truck	30.06	Alberta	Corporate	Technology	Office Machines	Jumbo Box	05/03/2011			
6755	01/05/2011	High	20	7.82	156.47	Regular Air	6.05	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	05/03/2011			
30848	01/05/2011	Medium	13	332.64	4324.29	Delivery Truck	40.19	Yukon	Corporate	Furniture	Tables	Jumbo Box	05/03/2011			
10695	02/05/2011	High	39	162.31	6330.086	Regular Air	2.5	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	05/03/2011			
2978	02/05/2011	Critical	36	150.30	5410.95	Regular Air	19.99	Yukon	Corporate	Office Supplies	Envelopes	Small Box	05/04/2011			
2978	02/05/2011	Critical	34	184.24	6264.1855	Regular Air	19.99	Yukon	Corporate	Technology	Telephones and Communication	Small Box	05/03/2011			
2978	02/05/2011	Critical	28	166.83	4671.1495	Regular Air	4.2	Ontario	Corporate	Technology	Telephones and Communication	Small Box	05/03/2011			
42725	02/05/2011	Medium	18	12.84	231.06	Regular Air	6.13	Alberta	Corporate	Office Supplies	Storage & Organization	Small Box	05/03/2011			
32929	02/05/2011	Low	13	11.70	152.14	Regular Air	4.81	New Brunswick	Corporate	Office Supplies	Storage & Organization	Small Box	05/07/2011			
32929	02/05/2011	Low	8	5.57	44.56	Regular Air	1.39	New Brunswick	Corporate	Office Supplies	Envelopes	Small Box	05/06/2011			
33925	03/05/2011	Low	47	31.68	1488.86	Regular Air	19.99	Alberta	Home Office	Office Supplies	Paper	Small Box	05/07/2011			
41539	03/05/2011	High	41	56.19	2303.7125	Regular Air	8.99	British Columbia	Consumer	Technology	Telephones and Communication	Small Box	05/04/2011			
5696	03/05/2011	Critical	40	15.53	621.12	Regular Air	2.99	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	05/05/2011			
5696	03/05/2011	Critical	31	5.67	175.92	Regular Air	3.85	Manitoba	Consumer	Technology	Computer Peripherals	Small Pack	05/05/2011			
44871	03/05/2011	Critical	27	3.50	94.46	Regular Air	4.2	Manitoba	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	05/05/2011			
41539	03/05/2011	High	24	1.74	41.85	Express Air	1.29	British Columbia	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	05/05/2011			
44960	03/05/2011	Low	22	8.22	180.92	Regular Air	6.14	Ontario	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	05/03/2011			
44960	03/05/2011	Low	17	1.86	31.68	Regular Air	1.99	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	05/07/2011			
44960	03/05/2011	Low	16	7.06	112.91	Regular Air	8.4	Ontario	Consumer	Office Supplies	Paper	Small Box	05/05/2011			
35584	03/05/2011	Medium	15	10.02	150.33	Express Air	9.45	Ontario	Corporate	Office Supplies	Storage & Organization	Small Box	05/03/2011			
5696	03/05/2011	Critical	4	551.54	2206.17	Regular Air	19.99	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	05/05/2011			
21414	04/05/2011	Critical	46	79.23	3644.6	Regular Air	35	Ontario	Consumer	Office Supplies	Storage & Organization	Large Box	05/06/2011			
21414	04/05/2011	Critical	43	2.41	103.6	Express Air	1.92	Ontario	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Wrap Bag	05/04/2011			
19649	04/05/2011	High	36	30.42	1095.11	Delivery Truck	45.51	Saskachewan	Consumer	Furniture	Tables	Jumbo Box	05/05/2011			
21414	04/05/2011	Critical	34	3.47	117.91	Regular Air	1.09	Ontario	Consumer	Office Supplies	Paper	Wrap Bag	05/06/2011			
21414	04/05/2011	Critical	33	105.81	3491.613	Regular Air	5.63	Ontario	Consumer	Technology	Telephones and Communication	Small Box	05/05/2011			
19649	04/05/2011	High	25	15.03	375.74	Express Air	6.75	Saskachewan	Consumer	Office Supplies	Appliances	Medium Box	05/06/2011			
37314	04/05/2011	Medium	21	10.04	210.86	Regular Air	6.02	Ontario	Home Office	Furniture	Office Furnishings	Medium Box	05/05/2011			
25955	04/05/2011	Not Specified	10	17.04	170.35	Regular Air	8.34	Quebec	Corporate	Office Supplies	Storage & Organization	Small Box	05/06/2011			
39745	04/05/2011	Not Specified	8	119.41	955.29	Delivery Truck	56.14	British Columbia	Corporate	Technology	Office Machines	Jumbo Drum	05/05/2011			
49346	05/05/2011	Not Specified	50	5.54	276.75	Regular Air	5.57	Saskachewan	Corporate	Office Supplies	Paper	Small Box	05/06/2011			
18503	05/05/2011	Not Specified	46	144.30	6637.63	Delivery Truck	17.85	Alberta	Consumer	Technology	Office Machines	Jumbo Drum	05/07/2011			
18503	05/05/2011	Not Specified	13	71.45	928.9055	Regular Air	2.79	Alberta	Consumer	Technology	Telephones and Communication	Small Box	05/07/2011			
49346	05/05/2011	Not Specified	8	11.79	94.35	Regular Air	2.85	Saskachewan	Corporate	Furniture	Office Furnishings	Small Pack	05/08/2011			
23617	05/05/2011	Not Specified	6	41.22	247.34	Express Air	2.99	Yukon	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	05/07/2011			
42628	05/05/2011	Not Specified	4	299.83	1199.336	Delivery Truck	60	British Columbia	Consumer	Furniture	Tables	Jumbo Drum	05/07/2011			
14883	06/05/2011	Low	47	109.07	5126.418	Regular Air	2.5	Alberta	Corporate	Technology	Telephones and Communication	Small Box	5/15/2011			
41857	06/05/2011	Low	45	10.25	461.05	Express Air	6.22	Saskachewan	Home Office	Furniture	Office Furnishings	Small Box	05/11/2011			
14883	06/05/2011	Low	38	25.75	978.4	Delivery Truck	14.36	Alberta	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	05/11/2011			
58407	06/05/2011	High	29	57.58	1669.88	Regular Air	14.3	Nova Scotia	Corporate	Office Supplies	Paper	Small Box	05/09/2011			
1702	06/05/2011	High	23	2.92	67.24	Regular Air	0.93	Nunavut	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	05/07/2011			
55520	07/05/2011	Critical	43	12.23	525.77	Express Air	5.99	Yukon	Small Business	Technology	Office Machines	Medium Box	05/08/2011			
34791	07/05/2011	Medium	37	7.69	284.58	Regular Air	4	British Columbia	Home Office	Furniture	Office Furnishings	Wrap Bag	05/09/2011			
43686	07/05/2011	Medium	16	82.10	1313.64	Regular Air	6.13	Alberta	Corporate	Technology	Computer Peripherals	Small Box	05/08/2011			
34791	07/05/2011	Medium	9	112.25	1010.26	Regular Air	19.99	British Columbia	Home Office	Office Supplies	Paper	Small Box	05/07/2011			
31876	07/05/2011	High	8	92.69	741.49	Regular Air	35	Saskachewan	Corporate	Office Supplies	Storage & Organization	Large Box	05/08/2011			
24679	07/05/2011	Not Specified	7	4.86	33.99	Regular Air	2.39	Ontario	Corporate	Technology	Computer Peripherals	Small Pack	05/08/2011			
35841	08/05/2011	Medium	48	107.56	5163.0105	Regular Air	8.08	Quebec	Small Business	Technology	Telephones and Communication	Small Box	05/09/2011			
16128	08/05/2011	High	46	64.54	2968.66	Regular Air	14.48	Saskachewan	Corporate	Furniture	Office Furnishings	Small Box	05/08/2011			
14242	08/05/2011	High	35	30.82	1078.58	Regular Air	4	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	05/10/2011			
55616	08/05/2011	High	29	6.37	184.74	Regular Air	4.38	Nova Scotia	Consumer	Technology	Computer Peripherals	Small Pack	05/09/2011			
55616	08/05/2011	High	24	18.23	437.478	Regular Air	1.25	Quebec	Consumer	Technology	Telephones and Communication	Small Pack	05/09/2011			
35841	08/05/2011	Medium	23	10.02	230.41	Regular Air	1.39	Quebec	Small Business	Office Supplies	Envelopes	Small Box	05/09/2011			
28035	08/05/2011	Not Specified	19	19.80	376.21	Regular Air	5.23	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011			
13730	09/05/2011	High	26	139.14	3617.64	Delivery Truck	43.75	Quebec	Corporate	Furniture	Tables	Jumbo Box	05/11/2011			
34434	09/05/2011	Not Specified	23	5.07	116.56	Regular Air	0.49	British Columbia	Small Business	Office Supplies	Labels	Small Box	05/11/2011			
8288	09/05/2011	Critical	22	60.81	1337.81	Regular Air	10.29	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011			
34434	09/05/2011	Not Specified	16	2.02	32.35	Regular Air	4.79	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011			
30657	10/05/2011	High	8	22.46	179.66	Regular Air	1.99	Saskachewan	Corporate	Technology	Computer Peripherals	Small Pack	05/12/2011			
30657	10/05/2011	High	6	45.56	273.38	Express Air	16.71	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	05/11/2011			
53127	11/05/2011	High	50	37.87	1893.29	Regular Air	2.99	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	05/12/2011			
53127	11/05/2011	High	49	53.63	2628.047	Regular Air	19.99	Ontario	Consumer	Technology	Telephones and Communication	Small Box	5/13/2011			
12322	11/05/2011	Critical	36	95.47	3436.9	Express Air	39.61	Ontario	Small Business	Furniture	Office Furnishings	Medium Box	5/13/2011			
10662	12/05/2011	Low	45	6.29	283.13	Regular Air	6.81	Yukon	Home Office	Office Supplies	Paper	Small Box	5/21/2011			
8064	12/05/2011	High	44	237.41	10445.95	Delivery Truck	62.94	Manitoba	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	5/13/2011			
48486	12/05/2011	High	42	6.46	271.14	Regular Air	7.91	Alberta	Corporate	Office Supplies	Paper	Small Box	5/14/2011			
43397	12/05/2011	Critical	35	60.87	2130.31	Delivery Truck	32.41	British Columbia	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	5/13/2011			
31973	12/05/2011	Not Specified	16	7.81	124.89	Regular Air	11.15	New Brunswick	Small Business	Office Supplies	Paper	Small Box	5/14/2011			
31973	12/05/2011	Not Specified	15	26.97	404.54	Regular Air	5.3	New Brunswick	Small Business	Furniture	Chairs & Chairmats	Medium Box	5/13/2011			
40327	13/05/2011	Medium	42	3.63	152.55	Regular Air	2.5	Prince Edward Island	Corporate	Office Supplies	Envelopes	Small Box	5/15/2011			
40327	13/05/2011	Medium	36	4.25	152.96	Regular Air	5.74	Prince Edward Island	Corporate	Office Supplies	Paper	Small Box	5/15/2011			
965	14/05/2011	Low	42	267.39	11230.25	Delivery Truck	35.67	Ontario	Corporate	Furniture	Tables	Jumbo Box	5/21/2011			
57444	14/05/2011	Critical	24	7.46	178.92	Regular Air	6.16	British Columbia	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	5/15/2011			
